city,cluster_type,role,section_header,policy_statement,parent_statement,parent_row_type,verbatim_text,extraction_rationale,canonical_mechanism,mechanism_description,secondary_categories,is_financial_instrument,primary_category,climate_relevance
Austin,parent_with_subs,parent,NATURAL SYSTEMS,"Legally protect an additional 20,000 acres of carbon pools on natural lands and manage all new and existing natural areas (~70,000 acres total) for resilience by 2030.",,standalone parent policy,"By 2030, legally protect an additional 20,000 acres of carbon pools on natural lands and manage all new and existing natural areas (approximately 70,000 acres total), focusing on resilience.",Quantified land protection/management target with deadline; followed by strategies.,natural_land_protection → ecosystem_and_carbon_preservation,"Protecting and conserving natural lands preserves ecosystem carbon stocks and associated ecological functions, avoiding emissions from land conversion and supporting resilience.",Adaptation,no,Nature-Based Solutions,direct
Austin,parent_with_subs,sub,"NATURAL SYSTEMS — Goal: Protect 20,000 acres and manage ~70,000 acres","Identify and legally protect additional natural lands (woodland/grassland/wetland), focusing on conservation in Eastern Planning Areas and prioritizing benefits for low-income communities and communities of color.","Legally protect an additional 20,000 acres of carbon pools on natural lands and manage all new and existing natural areas (~70,000 acres total) for resilience by 2030.",standalone parent policy,"## Strategy 1: Protect natural lands

Identify additional woodland, grassland, and wetland systems for protection, focusing on new conservation lands in the Travis County Eastern Planning Areas while prioritizing benefits for lowincome communities and communities of color.","Specific land identification and protection mechanisms are described (fee simple acquisition, easements).",natural_land_protection → ecosystem_and_carbon_preservation,"Protecting natural lands prevents land conversion and ecological degradation, preserving existing carbon stocks and ongoing ecosystem carbon sequestration.",Adaptation,no,Nature-Based Solutions,direct
Austin,parent_with_subs,sub,"NATURAL SYSTEMS — Goal: Protect 20,000 acres and manage ~70,000 acres",Actively manage protected natural lands for climate resilience to avoid catastrophic loss of carbon pools through restoration and holistic management practices.,"Legally protect an additional 20,000 acres of carbon pools on natural lands and manage all new and existing natural areas (~70,000 acres total) for resilience by 2030.",standalone parent policy,"## Strategy 2: Manage natural lands for resilience

Prepare natural lands for climate change and avoid catastrophic loss of carbon pools through active, intentional, and holistic management.",Defines an active management commitment for resilience.,natural_land_management_and_restoration → ecosystem_and_carbon_preservation,"Actively manage and restore protected natural lands to improve resilience and prevent loss of stored ecosystem carbon, preserving carbon pools over time.",Mitigation,no,Nature-Based Solutions,direct
Austin,parent_with_subs,sub,"NATURAL SYSTEMS — Goal: Protect 20,000 acres and manage ~70,000 acres","Increase community access to and positive perceptions of natural lands, including accessibility, safety, community ambassadors/hosts, inclusive signage, and ensuring all Austinites are within walking distance of a park.","Legally protect an additional 20,000 acres of carbon pools on natural lands and manage all new and existing natural areas (~70,000 acres total) for resilience by 2030.",standalone parent policy,"## Strategy 3: Increase community access and positive perceptions of public land

Ensure that natural lands are accessible to and perceived positively by the community...

- Ensure all Austinites are within walking distance of a park.","Concrete access and engagement measures, including a specific access objective regarding parks.",park_system_expansion → heat_and_stormwater_resilience,"Improve equitable access to parks and natural lands to increase green-space use and support, which enhances urban heat mitigation and stormwater resilience.",,no,Adaptation,direct
Austin,parent_with_subs,sub,"NATURAL SYSTEMS — Goal: Protect 20,000 acres and manage ~70,000 acres","Protect quantity and quality of source water for municipal supply and environmental flows under climate threats through land protection, partnerships, recharge improvements, and multi-benefit projects prioritizing low-income communities and communities of color.","Legally protect an additional 20,000 acres of carbon pools on natural lands and manage all new and existing natural areas (~70,000 acres total) for resilience by 2030.",standalone parent policy,"## Strategy 4: Protect water sources

Protect quantity and quality of source water for municipal supply and regional environmental flows... in the face of climate change-driven threats like heat, drought, flood, and wildfire.",Specific protective action for water sources with listed implementation approaches.,source_water_protection_and_recharge → water_supply_resilience,"Protecting and restoring source watersheds and improving groundwater recharge helps maintain water quantity and quality under climate stress, improving municipal and ecological water-supply resilience.",,no,Adaptation,direct
Austin,parent_with_subs,parent,NATURAL SYSTEMS,"Protect 500,000 acres of farmland from development in the five-county region through legal protections or regenerative agriculture programs by 2030.",,standalone parent policy,"By 2030, protect 500,000 acres of farmland from development in the fivecounty region* through legal protections or regenerative agriculture programs.",Quantified regional farmland protection target with deadline; followed by strategies.,natural_land_protection → ecosystem_and_carbon_preservation,"Protecting farmland from development keeps land in lower-emissions, carbon-storing uses and avoids emissions and ecosystem loss associated with land conversion.",Adaptation,no,Nature-Based Solutions,direct
Austin,parent_with_subs,sub,"NATURAL SYSTEMS — Goal: Protect 500,000 acres of farmland","Identify prime and significant farmlands in the five-county region and protect them from development through conservation easements, land trusts, bonds, and similar methods.","Protect 500,000 acres of farmland from development in the five-county region through legal protections or regenerative agriculture programs by 2030.",standalone parent policy,"## Strategy 1: Protect working lands

Identify lands with prime farmland soils and farmlands of unique and local significance... in the 5-county region and protect them from development.",Specific land identification and protection mechanisms are stated.,natural_land_protection → ecosystem_and_carbon_preservation,"Protecting prime and significant farmlands from development preserves working landscapes and avoids land-use change impacts, maintaining ecosystem services and existing carbon stocks.",Adaptation,yes,Nature-Based Solutions,direct
Austin,parent_with_subs,sub,"NATURAL SYSTEMS — Goal: Protect 500,000 acres of farmland",Reevaluate and update Agricultural Tax Exemption requirements to encourage regenerative practices and pursue broader appraiser coordination to address soil loss and desertification drivers.,"Protect 500,000 acres of farmland from development in the five-county region through legal protections or regenerative agriculture programs by 2030.",standalone parent policy,"## Strategy 2: Reform agricultural tax appraisals

Address issues with local and federal agricultural tax appraisals and exemptions that contribute to desertification and soil loss.",Policy reform commitment focused on tax appraisal/exemptions to drive regenerative practices.,agricultural_tax_incentive_for_regenerative_practices → soil_health_improvement_and_desertification_control,"Updating agricultural tax appraisal and exemption requirements incentivizes regenerative practices, improving soil health and thereby reducing soil loss and desertification pressures.",Resource Efficiency,yes,Adaptation,direct
Austin,parent_with_subs,sub,"NATURAL SYSTEMS — Goal: Protect 500,000 acres of farmland","Provide direct financial assistance to farmers in the five-county region to implement carbon-related soil programs or regenerative agriculture, specifically for farmers of color.","Protect 500,000 acres of farmland from development in the five-county region through legal protections or regenerative agriculture programs by 2030.",standalone parent policy,"## Strategy 3: Support farmers through financial assistance

Support farmers in the 5-county region who want to implement carbon-related soil programs or regenerative agricultural practices by providing direct financial assistance, specifically for farmers of color.",Explicit resource allocation to farmers with equity targeting.,regenerative_agriculture → soil_carbon_and_ecosystem_restoration,"Direct financial assistance enables farmers to adopt regenerative and carbon-focused soil practices, increasing soil carbon storage and improving ecosystem resilience.",,yes,Nature-Based Solutions,direct
Austin,parent_with_subs,sub,"NATURAL SYSTEMS — Goal: Protect 500,000 acres of farmland","Provide farmers (prioritizing farmers of color) access to land and resources to start regenerative agriculture, including facilitating associations, mediating land partnerships, and making public lands available for incubators.","Protect 500,000 acres of farmland from development in the five-county region through legal protections or regenerative agriculture programs by 2030.",standalone parent policy,"## Strategy 4: Provide farmers with resources

Support farmers who want to start regenerative agricultural practices by providing access to land and other necessary resources, specifically prioritizing farmers of color.",Concrete support mechanisms for regenerative agriculture adoption with specified tools.,regenerative_agriculture → soil_carbon_and_ecosystem_restoration,"Providing land access and support resources enables more farmers to implement regenerative practices, increasing soil carbon sequestration and improving ecosystem health.",,yes,Nature-Based Solutions,direct
Austin,parent_with_subs,sub,"NATURAL SYSTEMS — Goal: Protect 500,000 acres of farmland","Expand the use of compost generated by local composting programs, including providing free compost to farmers in carbon-related soil programs and requiring local compost use on City project sites.","Protect 500,000 acres of farmland from development in the five-county region through legal protections or regenerative agriculture programs by 2030.",standalone parent policy,"## Strategy 5: Expand composting

Expand the use of compost generated by local composting programs.

How we'll get there:

- Provide free compost to farmers participating in carbon-related soil programs...
- Work with City departments... to require the use of local compost on project sites.",Specific composting expansion actions including City procurement/requirements and farmer support.,organic_waste_composting → landfill_methane_avoidance_and_nutrient_recovery,"Increase compost production and application so organic materials are diverted from landfill, avoiding methane emissions while returning nutrients/organic matter to soils.",,yes,Mitigation,direct
Austin,parent_with_subs,sub,"NATURAL SYSTEMS — Goal: Protect 500,000 acres of farmland",Create and support agriculture-specific job creation and youth programs for aspiring farmers of color to strengthen workforce development in regenerative agriculture.,"Protect 500,000 acres of farmland from development in the five-county region through legal protections or regenerative agriculture programs by 2030.",standalone parent policy,"## Strategy 6: Strengthen workforce development for farmers

Encourage a fundamental change in the next generation of farmers by creating and supporting agriculture-specific jobs creation programs and working lands-specific youth programs - especially for aspiring farmers of color.",Specific workforce/youth pipeline commitment tied to regenerative agriculture and equity.,regenerative_agriculture → soil_carbon_and_ecosystem_restoration,"Job creation and youth training programs expand the regenerative agriculture workforce, enabling wider adoption of regenerative practices that increase soil carbon storage and restore ecosystem health.",,yes,Nature-Based Solutions,indirect
Austin,parent_with_subs,parent,NATURAL SYSTEMS,"Achieve at least 50% citywide tree canopy cover by 2050, focusing on increasing canopy cover equitably.",,standalone parent policy,"Achieve at least 50% citywide tree canopy cover by 2050, focusing on increasing canopy cover equitably.",Quantified long-term canopy target with equity focus; followed by strategies.,urban_tree_canopy_expansion → heat_mitigation_and_carbon_sequestration,Increase urban tree canopy cover to sequester carbon and mitigate urban heat through shading and evapotranspiration.,,no,Adaptation,direct
Austin,parent_with_subs,sub,NATURAL SYSTEMS — Goal: 50% tree canopy by 2050,"Adopt a 'no net loss' policy for tree canopy on public lands, including canopy targets by land type and replacement requirements for removals.","Achieve at least 50% citywide tree canopy cover by 2050, focusing on increasing canopy cover equitably.",standalone parent policy,"## Strategy 1: Protect canopy cover on City lands

Adopt a 'no net loss' policy for tree canopy on public lands.",Explicit policy adoption commitment ('no net loss') with implementation steps.,urban_tree_canopy_expansion → heat_mitigation_and_carbon_sequestration,"Requiring no net loss of tree canopy on public land maintains or increases urban tree cover, which sequesters carbon and mitigates heat impacts.",,no,Adaptation,direct
Austin,parent_with_subs,sub,NATURAL SYSTEMS — Goal: 50% tree canopy by 2050,"Promote no net loss of tree canopy on private developments by increasing tree protections and landscape regulations and/or creating incentives, including extending protections to extraterritorial jurisdiction.","Achieve at least 50% citywide tree canopy cover by 2050, focusing on increasing canopy cover equitably.",standalone parent policy,"## Strategy 2: Promote tree protections and landscape regulations

Promote no net loss of tree canopy on private developments by increasing tree protections and landscape regulation or working with developers and homeowner's associations to create incentives.",Regulatory/incentive approach to private development tree canopy protections.,urban_tree_canopy_expansion → heat_mitigation_and_carbon_sequestration,"Strengthening tree protections and landscaping rules (and/or incentives) prevents loss of urban canopy during development, maintaining tree-based cooling benefits and carbon storage/sequestration.",,no,Adaptation,direct
Austin,parent_with_subs,sub,NATURAL SYSTEMS — Goal: 50% tree canopy by 2050,Increase City funding for community tree-planting programs focused on low-income communities and communities of color.,"Achieve at least 50% citywide tree canopy cover by 2050, focusing on increasing canopy cover equitably.",standalone parent policy,"## Strategy 3: Increase community tree planting

Increase City funding for community tree-planting programs focused on low-income communities and communities of color.",Direct resource allocation commitment (increase City funding) targeted to equity populations.,urban_tree_canopy_expansion → heat_mitigation_and_carbon_sequestration,"City-funded community tree planting expands urban tree canopy, which mitigates heat and increases carbon sequestration.",,yes,Adaptation,direct
Austin,parent_with_subs,sub,NATURAL SYSTEMS — Goal: 50% tree canopy by 2050,"Create a tree, water, and soil management/resilience guide for private property and provide City technical and financial assistance for tree planting/care for residents and small businesses in low-income communities and communities of color.","Achieve at least 50% citywide tree canopy cover by 2050, focusing on increasing canopy cover equitably.",standalone parent policy,"## Strategy 4: Promote tree health and resilience on private and non-City public lands

Create a tree, water and soil management, and resilience guide for various types of private property. Provide City technical and financial assistance for tree planting and care for residents and small businesses in low-income communities and communities of color...",Specific guidance plus assistance commitments targeting equity groups.,urban_tree_canopy_expansion → heat_mitigation_and_carbon_sequestration,"Providing guidance and assistance for private-property tree planting and care increases urban tree canopy, which sequesters carbon and mitigates urban heat impacts.",,yes,Adaptation,direct
Austin,parent_with_subs,parent,NATURAL SYSTEMS,Include all City-owned lands under a management plan that results in neutral or negative carbon emissions and maximizes community co-benefits by 2030.,,standalone parent policy,"By 2030, include all City-owned lands under a management plan that results in neutral or negative carbon emissions and maximizes community co-benefits.",Time-bound City land management requirement with emissions outcome (neutral/negative); followed by strategies.,land_management_for_carbon_sequestration → ecosystem_and_carbon_preservation,"Implement carbon-focused management of public lands to increase sequestration and avoid land-use emissions, thereby preserving ecosystem carbon and reducing net emissions.",,no,Nature-Based Solutions,direct
Austin,parent_with_subs,sub,NATURAL SYSTEMS — Goal: City-owned lands neutral/negative emissions management plans,"Prioritize carbon neutrality and community benefits in public land acquisition and management, including completing land management database and using carbon-negative/low-carbon practices.",Include all City-owned lands under a management plan that results in neutral or negative carbon emissions and maximizes community co-benefits by 2030.,standalone parent policy,"## Strategy 1: Prioritize carbon neutrality for public lands

Prioritize carbon neutrality and community benefits in land acquisition and management practices for public lands.",Specific management and acquisition prioritization commitment.,public_land_carbon_neutral_management → ecosystem_and_carbon_preservation,"Adopting carbon-neutral/low-carbon practices in public land acquisition and management preserves and enhances ecosystem carbon stocks, reducing net land-use-related emissions.",Adaptation,no,Nature-Based Solutions,direct
Austin,parent_with_subs,sub,NATURAL SYSTEMS — Goal: City-owned lands neutral/negative emissions management plans,"Reclaim underused public spaces to increase access and ecological function through green infrastructure, and conduct a study to convert an ambitious percentage of City surface parking lots to functional green uses where feasible.",Include all City-owned lands under a management plan that results in neutral or negative carbon emissions and maximizes community co-benefits by 2030.,standalone parent policy,"## Strategy 2: Reclaim public space and prioritize green infrastructure

Identify and reclaim mono-use, underused, and unconventional public spaces... with a focus on green infrastructure.

...A study should be conducted to examine the use of surface-level parking lots on City property to develop a plan to convert an ambitious percentage of these to functional green uses when feasible.",Concrete land-use/green infrastructure actions including a specified study and conversion planning.,green_infrastructure_net_gain_requirement → heat_and_stormwater_resilience,"Convert paved/underused public areas (including surface parking lots) into green infrastructure to add vegetation and permeability, reducing heat exposure and improving stormwater absorption and flooding resilience.",,no,Adaptation,direct
Austin,parent_with_subs,sub,NATURAL SYSTEMS — Goal: City-owned lands neutral/negative emissions management plans,"Promote community stewardship of neighborhood public lands by establishing Neighborhood Stewardship Councils/Ambassadors, providing paid training/compensation, and creating grant assistance and staff positions to support excluded communities.",Include all City-owned lands under a management plan that results in neutral or negative carbon emissions and maximizes community co-benefits by 2030.,standalone parent policy,"## Strategy 3: Promote community stewardship

Promote community stewardship and management of neighborhood public lands to ensure higher levels of care and maintenance.

How we'll get there:

- Establish Neighborhood Stewardship Councils or Ambassadors...",Specific governance/program design including paid roles and funding support mechanisms.,community_stewardship_program → improved_maintenance_and_local_resilience,"Establishing and funding community stewardship roles and support structures increases capacity to maintain public lands, improving local environmental conditions and climate resilience.",Nature-Based Solutions,yes,Adaptation,indirect
Austin,parent_with_subs,sub,NATURAL SYSTEMS — Goal: City-owned lands neutral/negative emissions management plans,"Explore carbon farming via food forests and community gardens on public lands using low-carbon practices, including supporting local research in partnership with institutions and organizations serving low-income communities and communities of color.",Include all City-owned lands under a management plan that results in neutral or negative carbon emissions and maximizes community co-benefits by 2030.,standalone parent policy,"## Strategy 4: Promote carbon farming

Explore the ability of food forests and community gardens on public lands to use low-carbon and carbon farming practices.",Explicit commitment to explore and support carbon farming practices on public lands.,regenerative_agriculture → soil_carbon_and_ecosystem_restoration,"Implementing carbon-farming practices in community gardens and food forests increases soil and biomass carbon storage while improving ecosystem health, reducing net greenhouse gas emissions.",Mitigation,no,Nature-Based Solutions,direct
Austin,individual,individual,NEW EMISSIONS GOAL FOR AUSTIN,Austin will achieve net-zero community-wide greenhouse gas emissions by 2040.,,,Austin will achieve net-zero community-wide greenhouse gas emissions by 2040.,"A quantified, time-bound citywide emissions target (net-zero by 2040).",economy_wide_ghg_target → emissions_reduction_pathway,Sets a community-wide net-zero emissions target that drives planning and actions across sectors to reduce greenhouse gas emissions over time.,Resource Efficiency,no,Mitigation,direct
Dakar,individual,individual,8.1 Dakar's vision for 2050,"By 2050, Dakar aims to achieve a 54% reduction in GHG emissions, a 75% reduction in the energy bill of the City’s built heritage, and at least a 65% share of renewable energy in the energy mix.",,,"Overall, the goals that the city could achieve are:
-    a  54%  reduction  in  GHG  emissions  by 2050;
-  a 75% reduction in the energy bill in the built heritage of the City of Dakar by 2050;
-    an  increase  in  the  share  of  renewable energy in the energy mix of at least 65% by 2050.",Quantified long-term targets with a clear timeframe (2050).,renewable_energy_target → grid_decarbonization,"Setting a renewable energy share target increases renewable generation and displaces fossil-based electricity, reducing grid emissions.",,no,Mitigation,direct
Dakar,individual,individual,9.3.3 Living environment and public hygiene,Dakar will pursue adaptation objectives including strengthening climate/coastal/urban pollution data networks; reducing vulnerable populations through awareness; reducing heatwave vulnerability; increasing protection initiatives; reducing air pollutants by 2030; increasing urban green spaces by 150 ha by 2030; expanding ecological urban agriculture by 2030; and increasing climate-resilient infrastructure.,,,"Adaptation measures aim to strengthen the resilience of natural and human systems to climate risks and impacts. The objectives set are as follows:
- Strengthen networks for observing, measuring and collecting climate, coastal and urban pollution data.
- Reduce the number of people vulnerable to  the  effects  of  climate  change  through awareness-raising and communication.
-  Reduce the vulnerability of populations to heatwaves.
- Increase initiatives to protect populations against risks and disasters linked to extreme events and climate change.
- Reduce air pollutants by 2030 to improve air quality and lower the rate of respiratory disease.
- Increase urban green spaces by 150 ha in Dakar by 2030
- Increase areas of ecological urban agriculture  and  access  to  better  quality agricultural  products  by  2030  to  strengthen citizens' food security
- Increase the proportion of infrastructure adapted and resilient to climate risks.","List of explicit objectives, including quantified targets and deadlines (2030).",environmental_monitoring_system → adaptation_planning_support,Expand and strengthen climate/coastal/pollution monitoring and data networks to improve information for planning and implementing climate adaptation and resilience measures.,Nature-Based Solutions,no,Adaptation,direct
Kuwait,parent_with_subs,parent,4.2 Projects and National Initiatives,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",,structural header,The following points provide a comprehensive summary of ongoing and past climate change adaptation projects and initiatives.,Introduces a numbered list of multiple initiatives; serves as an umbrella for sub-policies.,adaptation_planning_framework → institutional_adaptive_capacity,"Compiling and coordinating adaptation projects and initiatives across sectors strengthens institutional capacity to plan, prioritize, and implement climate resilience actions.",,no,Adaptation,direct
Kuwait,parent_with_subs,sub,4.2 Projects and National Initiatives,"Implement green belts and increase protected areas to adapt to dust storms, including the 'Kuwait Green Wall Project' to plant 315,000 trees for a 420 km wall along the borderline; started in 2015 and ongoing.","Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,"Kuwait has undertaken some adaptation projects such as implementing green belts project and increasing the protected areas to adapt to a dust storm... Kuwait has implemented a project called 'Kuwait Green Wall Project. This project aims to increase the protected areas by planting 315,000 trees for 420 Km wall along the borderline to hold back the moving sand... This project started in 2015 and still ongoing.","Concrete project with quantified targets (315,000 trees; 420 km) and start date/ongoing status.",afforestation_greenbelt → desertification_and_erosion_control,"Planting and protecting green belts stabilizes soils and sand movement, reducing erosion and dust-storm exposure while improving land resilience.",,no,Adaptation,direct
Kuwait,parent_with_subs,sub,4.2 Projects and National Initiatives,"Undertake agricultural projects to develop crops adapted to high temperatures and resistant to salinity and drought, including introducing more than 50 tree types under an Agriculture Master Plan and implementing varieties such as Conocarpus, Ficus, Prosopis, and date palm trees.","Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,"Many agricultural projects have been undertaken by Kuwait Institute for Scientific Research (KISR) in order to develop crops that can adapt to high temperatures and different spans of seasons and crops resistant to salinity and drought... More than 50 types of trees for greenery and landscape that can reduce climate change effect, were introduced under the Agriculture Master Plan... Development of new varieties of crops... such as Conocarpus, Ficus, Prosopis, and date palm trees, were implemented in Kuwait.",Specific intervention (crop/tree development and introduction) with responsible institutions named.,climate_resilient_crop_development → agricultural_resilience_to_heat_and_drought,"Developing and planting heat-, drought-, and salinity-tolerant crops and trees increases vegetation and farm system tolerance to climate stress, improving long-term agricultural resilience under hotter and drier conditions.",,no,Adaptation,direct
Kuwait,parent_with_subs,sub,4.2 Projects and National Initiatives,"Establish a 'Food security' project with FAO in cooperation with Kuwait to undertake twelve projects across fisheries, water resources, natural resources, animal production, animal health, and technical capacity development, with a budget of $850,000 and 1–5 year timeframe.","Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,"In 2016, the project ' Food security ' was established. FAO in cooperation with the State of Kuwait planned to undertake twelve projects in the following fields: - Fisheries management; - Water resource management; - Natural resource management; - Animal production; - Animal health; - Technical capacity development. These projects have a time frame between 1-5 years... with a budget of $850,000.","Named project with scope, number of projects, timeframe, and budget—clear resource allocation and intervention.",food_security_capacity_building_program → climate_resilience_and_resource_management,"International technical cooperation and capacity-building projects improve management of fisheries, water, natural resources, and livestock systems, strengthening climate resilience and resource sustainability.",,yes,Adaptation,direct
Kuwait,parent_with_subs,sub,4.2 Projects and National Initiatives,"Establish a regional database and information center to support fisheries management and aquaculture development (FAO/PAAFR), with budget of $250,000/year (joint project initiated December 2016).","Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,"Establishment of a regional database and information center to support the fisheries management and aquaculture development , a joint project between PAAFR in Kuwait and FAO in December 2016... with a budget of $250,000/year.",Specific institutional/data initiative with date and annual budget.,environmental_monitoring_system → adaptation_planning_support,"Establishing a regional fisheries and aquaculture information center improves data availability and coordination, enabling better planning and management decisions that support climate adaptation and resource resilience.",Resource Efficiency,yes,Adaptation,indirect
Kuwait,parent_with_subs,sub,4.2 Projects and National Initiatives,"Establish fisheries farms as an adaptation step under food security, including Nile tilapia culture in farms using brackish water (5–8 ppt) in Al-Wafra, Abdali and Al-Sulybia areas; budget $250,000/year.","Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,"The establishment of fisheries farms is an important step to adapt to climate change under the food security sector. Nile tilapia (Oreochromis niloticus) culture is implemented... These farms are in the Al-Wafra, Abdali and Al-Sulybia areas. Brackish water with a salinity of 5-8 ppt pumped from underground wells is used in these farms. The budget for this project is also $250,000/year.","Concrete adaptation project with technology/practice, locations, and budget.",aquaculture_development → food_security_resilience,"Developing brackish-water aquaculture increases resilient local fish production, strengthening food security under climate stress.",Nature-Based Solutions,yes,Adaptation,direct
Kuwait,parent_with_subs,sub,4.2 Projects and National Initiatives,Assess historic climate records for the past 70 years and develop future projection climatic scenarios until 2100 (project started 2012 by Kuwait University and UN Environment).,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,Assessment of historic climate records and future projection. The project aimed at assessing the historic climate records for the past 70 years and make future projection climatic scenarios until the year 2100. The project started in 2012 by the Kuwait University and UN Environment.,Clearly defined project objective and timeframe with responsible institutions.,environmental_monitoring_system → adaptation_planning_support,Analyze historical climate data and generate future climate scenarios to provide evidence that supports adaptation planning and climate risk management.,Nature-Based Solutions,no,Adaptation,direct
Kuwait,parent_with_subs,sub,4.2 Projects and National Initiatives,"Establish the electronic environmental Monitoring Information System of Kuwait (eMISK) to build and maintain a comprehensive geo-environmental database and GIS system for updating and analyzing environmental data (started 2015, ongoing).","Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,Environmental Monitoring Information System of Kuwait (eMISK). eMISK is an electronic system established by the Environment Public Authority (EPA) of Kuwait and aims at building and maintaining a comprehensive geo-environmental database of Kuwait and a GIS system to facilitate updating and analyzing environmental data. The project starts in 2015 by EPA and is still ongoing.,Specific system established with clear purpose and start date/ongoing status.,environmental_monitoring_system → adaptation_planning_support,"Creating and maintaining an environmental monitoring database and GIS improves data availability and analysis, enabling better-informed adaptation and environmental management decisions.",Nature-Based Solutions,no,Adaptation,indirect
Kuwait,parent_with_subs,sub,4.2 Projects and National Initiatives,Establish eMISK Industry as a national program to collect an environmental inventory of industrial facilities in Kuwait.,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,eMISK Industry ; this project aims at establishing a national program for collecting an environmental inventory of industrial facilities in Kuwait.,Explicit national program objective; inventory collection is a concrete institutional intervention.,environmental_monitoring_system → adaptation_planning_support,"Establishing a national environmental inventory improves monitoring and data availability, which supports planning and management actions for climate mitigation and adaptation.",Nature-Based Solutions,no,Adaptation,indirect
Kuwait,parent_with_subs,sub,4.2 Projects and National Initiatives,Implement eMISK Waste to manage the fleet of industrial liquid waste vehicles and organize the logistics process.,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,eMISK Waste ; this project aims at finding and implementing a solution to be able to manage the fleet of industrial liquid waste vehicles and organizing the logistics process.,Specific operational/logistics intervention described as a project aim.,waste_collection_logistics_optimization → transport_fuel_use_and_emissions_reduction,"Implementing a digital system to optimize industrial liquid-waste vehicle fleet operations reduces unnecessary travel and fuel consumption, lowering associated GHG emissions.",Adaptation,no,Mitigation,direct
Kuwait,parent_with_subs,sub,4.2 Projects and National Initiatives,Implement eMISK Marine to promote and facilitate an information management system supporting policies and programs for integrated coastal and ocean management in Kuwait.,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,eMISK Marine ; The project aims at promoting and facilitating information management system in support of policies and programs that enhance integrated coastal and ocean management in Kuwait.,Concrete information management system initiative linked to integrated coastal/ocean management.,environmental_monitoring_system → adaptation_planning_support,"Implementing a marine/coastal information management system improves data availability and coordination, enabling better integrated coastal and ocean management and stronger climate adaptation planning.",Nature-Based Solutions,no,Adaptation,direct
Kuwait,parent_with_subs,sub,4.2 Projects and National Initiatives,"Build additional desalination capacity: Kuwait produced around 3.85 MCM/d of desalinated water in 2016; eight additional plants were being commissioned and additional IWPP/plant projects are planned, including Al-Zour North (250 MGD), Al-Zour South (145 MGD), Al Khiran (125 MGD), and Doha (60 MGD), with further projects planned to be tendered as of 2019 (~285 MGD additional).","Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,"Building desalination plants... In 2016, Kuwait produced around 3.85 MCM/d of desalinated water. Eight additional plants were being commissioned by the government. Al-Zour North IWPP (capacity: 250 Million of Gallons per Day (MGD)...), Al-Zour South Plant (capacity: 145 MGD), Al Khiran IWPP (capacity: 125 MGD), and Doha desalination plant (60 MGD)... While, 4 more projects (Al-Nwaiseeb, New Shuaiba, New Doha, Doha RO phase 2) with an additional capacity of around 285 MGD are planned to be tendered as of 2019.",Concrete infrastructure expansion with quantified capacities and planning/commissioning status.,desalination_capacity_expansion → water_supply_resilience,"Expanding desalination plant capacity increases reliable freshwater production, improving water supply resilience under climate-driven scarcity.",Nature-Based Solutions,no,Adaptation,direct
Kuwait,parent_with_subs,sub,4.2 Projects and National Initiatives,"Invest USD 5.5 million jointly with MIT to research updates to current desalination plants and next-generation desalination plants (since 2016, ongoing).","Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,Kuwait is investing USD 5.5 million jointly with MIT to conduct researches on updating the current desalination plants and next-generation desalination plants. ... the Government is responsible for the implementation of this project since 2016 and it is still ongoing.,Explicit funding commitment for R&D (resource allocation) with partners and timeframe.,desalination_technology_rd → water_supply_resilience,"Public investment in desalination technology research enables improved or next-generation desalination plants, increasing the resilience and reliability of freshwater supply.",Nature-Based Solutions,yes,Adaptation,direct
