city,cluster_type,role,section_header,policy_statement,parent_statement,parent_row_type,verbatim_text,extraction_rationale,canonical_mechanism,mechanism_description,secondary_categories,is_financial_instrument,primary_category,climate_relevance
Portugal,parent_with_subs,sub,Annex I -Lines of action and measures / Line of Action #2 - Implementation of soil conservation and fertility improvement techniques,Reposition/rehabilitate riparian galleries (planting/sowing indigenous species) and consolidate/recover slopes and riverbanks using natural engineering techniques for erosion control.,"Line of Action #2: Implement soil conservation and fertility improvement techniques to minimise soil erosion, increase soil organic matter and water retention, reduce runoff, and increase soil biodiversity and ecosystem resilience.",standalone parent policy,"• Reposition/rehabilitation of the riparian gallery (planting and/or sowing of indigenous species)
• Consolidation and recovery of slopes and riverbanks using natural engineering techniques",Concrete nature-based interventions listed under Line of Action #2 measures.,riparian_restoration_and_bioengineering → erosion_control_and_flood_resilience,"Restoring riparian corridors and stabilizing riverbanks with nature-based techniques reduces erosion and bank failure, improving watershed stability and flood resilience.",Adaptation,no,Nature-Based Solutions,direct
Portugal,parent_with_subs,sub,Annex I -Lines of action and measures / Line of Action #2 - Implementation of soil conservation and fertility improvement techniques,"Create infiltration gardens and other aquifer recharge solutions (e.g., trenches and infiltration channels) as part of soil conservation and fertility improvement.","Line of Action #2: Implement soil conservation and fertility improvement techniques to minimise soil erosion, increase soil organic matter and water retention, reduce runoff, and increase soil biodiversity and ecosystem resilience.",standalone parent policy,Creation of infiltration gardens and other aquifer recharge solutions (e. trenches and infiltration channels),Specific intervention (aquifer recharge solutions) explicitly listed.,aquifer_recharge_infrastructure → water_supply_resilience,"Constructing infiltration-based recharge features increases groundwater replenishment, improving water supply reliability and drought resilience.",Nature-Based Solutions,no,Adaptation,direct
Portugal,parent_with_subs,sub,Annex I -Lines of action and measures / Line of Action #2 - Implementation of soil conservation and fertility improvement techniques,"For Line of Action #2, make an additional €1.4 million in public investment in 2020 (PDR 2020: €1.4 million).","Line of Action #2: Implement soil conservation and fertility improvement techniques to minimise soil erosion, increase soil organic matter and water retention, reduce runoff, and increase soil biodiversity and ecosystem resilience.",standalone parent policy,"## Goals:

- 2020: make an additional €1.4 million in public investment ( PDR 2020: €1.4 million)",Quantified public investment commitment for this line of action.,public_climate_investment_allocation → implementation_capacity_enabling,"Allocating additional public funds increases implementation capacity, enabling unspecified climate actions that can lead to emissions reduction or resilience benefits depending on use.",,yes,Resource Efficiency,indirect
Portugal,parent_with_subs,parent,Annex I -Lines of action and measures / Line of Action #3 - Implementation of good water management practices...,"Line of Action #3: Implement good water management practices in agriculture, aquaculture, industry and the urban sector to prevent impacts from drought and water scarcity, including reducing water consumption and increasing water efficiency and infrastructure resilience.",,standalone parent policy,"## Line of Action #3 - Implementation of good water management practices in agriculture, aquaculture, industry and the urban sector to prevent impacts resulting from drought and scarcity phenomena

| Main objectives: • Reduce water consumption in the various sectors • Increasing water efficiency in the various sectors ... • Increasing the resilience of water supply infrastructure",Named action with multiple concrete measures listed under Measures/concretization.,water_efficiency_standards → per_capita_water_reduction,"Implementing improved water management and efficiency measures reduces overall water demand, helping mitigate drought and scarcity impacts and improving water-system resilience.",Mitigation,no,Resource Efficiency,direct
Portugal,parent_with_subs,sub,Annex I -Lines of action and measures / Line of Action #3 - Implementation of good water management practices...,"Adopt water-saving practices in agriculture, including efficient irrigation (sprinkler/localised systems and meters), monitoring crop water needs, remodelling irrigation infrastructure to reduce losses and evaporation, and using rainwater and reuse of treated wastewater.","Line of Action #3: Implement good water management practices in agriculture, aquaculture, industry and the urban sector to prevent impacts from drought and water scarcity, including reducing water consumption and increasing water efficiency and infrastructure resilience.",standalone parent policy,"Measures/concretization: • Adoption of good water management practices in agriculture to reduce consumption:
- Irrigation practices that promote the more efficient and sustainable use of water resources [installation of sprinkler irrigation systems, localised (micro-sprinklers, drop-by-drop) and installation of meters at the water catchments]...
- Improved systems for monitoring the actual water needs of crops...
- Remodelling of irrigation infrastructures to reduce losses...
- Use of rainwater and re-use of treated wastewater in agriculture",Specific interventions enumerated under Line of Action #3.,agricultural_water_efficiency_program → agricultural_water_withdrawal_reduction,"Implementing efficient irrigation, monitoring/metering, loss-reducing irrigation infrastructure, and alternative water sources reduces agricultural water withdrawals and consumption.",Mitigation,no,Resource Efficiency,direct
Portugal,parent_with_subs,sub,Annex I -Lines of action and measures / Line of Action #3 - Implementation of good water management practices...,"Promote installation of species/varieties better adapted to climate change, including reconversion of crops to less water-demanding species/varieties/cultivars with high water productivity and resistance to water stress.","Line of Action #3: Implement good water management practices in agriculture, aquaculture, industry and the urban sector to prevent impacts from drought and water scarcity, including reducing water consumption and increasing water efficiency and infrastructure resilience.",standalone parent policy,"- Installation of species and varieties better adapted to changes in climate and extreme events:
- - Reconversion of crops to less water-demanding species, varieties, and cultivars (adapting crops and varieties to water availability, favouring the installation of species with high water productivity and resistance to water stress)",Concrete adaptation action (crop reconversion) explicitly listed.,climate_resilient_crop_varieties → agricultural_water_stress_resilience,"Shifting to drought-tolerant, less water-demanding crop varieties reduces irrigation needs and increases farm resilience to climate-driven water scarcity and extreme events.",Nature-Based Solutions,no,Adaptation,direct
Portugal,parent_with_subs,sub,Annex I -Lines of action and measures / Line of Action #3 - Implementation of good water management practices...,"Adopt water management practices in industry to reduce consumption, including wastewater reuse and installation of rainwater harvesting systems.","Line of Action #3: Implement good water management practices in agriculture, aquaculture, industry and the urban sector to prevent impacts from drought and water scarcity, including reducing water consumption and increasing water efficiency and infrastructure resilience.",standalone parent policy,"• Adoption of good water management practices in the industry to reduce consumption:
- Wastewater reuse in industry
- Installation of rainwater harvesting systems",Specific industrial water efficiency interventions listed under Line of Action #3.,industrial_water_reuse_and_rainwater_harvesting → industrial_water_use_reduction,"Implementing industrial wastewater reuse and rainwater harvesting reduces industrial reliance on freshwater sources, lowering overall water consumption.",Adaptation,yes,Resource Efficiency,indirect
Portugal,parent_with_subs,sub,Annex I -Lines of action and measures / Line of Action #3 - Implementation of good water management practices...,Remodel aquaculture infrastructures to optimise water consumption and reduce losses.,"Line of Action #3: Implement good water management practices in agriculture, aquaculture, industry and the urban sector to prevent impacts from drought and water scarcity, including reducing water consumption and increasing water efficiency and infrastructure resilience.",standalone parent policy,• Remodelling of aquaculture infrastructures to optimise water consumption and reduce losses.,Explicit measure for aquaculture under this line of action.,aquaculture_infrastructure_upgrade → water_use_and_loss_reduction,"Remodelling aquaculture infrastructure improves water-use efficiency and reduces system losses, lowering overall water consumption and improving water resource resilience.",Mitigation,no,Resource Efficiency,direct
Portugal,parent_with_subs,sub,Annex I -Lines of action and measures / Line of Action #3 - Implementation of good water management practices...,"Adopt water management practices in the urban sector, including rehabilitating distribution systems, installing leakage monitoring, and implementing differentiated supply systems to diversify water sources; also requalify green spaces with native species and use treated rainwater/wastewater for urban cleaning and irrigation.","Line of Action #3: Implement good water management practices in agriculture, aquaculture, industry and the urban sector to prevent impacts from drought and water scarcity, including reducing water consumption and increasing water efficiency and infrastructure resilience.",standalone parent policy,"• Adoption of good water management practices in the urban sector to reduce consumption:
- Rehabilitation of water distribution systems and installation of leakage monitoring systems
- Implementation of differentiated supply systems for the reinforcement and diversification of water sources

- -Requalification of green spaces with native species adapted to local soil and climate conditions
- -Use of treated rainwater or wastewater for urban cleaning, irrigation of green spaces",Concrete urban water efficiency and reuse actions listed in the measures.,water_efficiency_standards → per_capita_water_reduction,Improve urban water system efficiency and expand non-potable water reuse to reduce potable water consumption per capita and associated water-supply energy/emissions burdens.,Mitigation,no,Resource Efficiency,direct
Portugal,parent_with_subs,sub,Annex I -Lines of action and measures / Line of Action #3 - Implementation of good water management practices...,"For Line of Action #3, make 124 million of public investment in 2020 (PDR 2020: €21 million; OP SEUR: EUR 100 million; other funds: EUR 3) and indicate at least EUR 350 million in the AUC by 2030.","Line of Action #3: Implement good water management practices in agriculture, aquaculture, industry and the urban sector to prevent impacts from drought and water scarcity, including reducing water consumption and increasing water efficiency and infrastructure resilience.",standalone parent policy,"## Goals:

- 2020: 124 million of public investment (PDR 2020: €21 million; OP SEUR: EUR 100 million; other funds: EUR 3
- 2030: ...; at least EUR 350 million in the AUC",Contains explicit quantified public investment goals for 2020 and a minimum amount for 2030.,public_climate_investment_commitment → emissions_reduction_enabling,Commit public funding to enable implementation of unspecified climate actions that would reduce emissions.,,yes,Mitigation,indirect
Portugal,parent_with_subs,parent,"Annex I -Lines of action and measures / Line of Action #4 - Increasing the resilience of ecosystems, species, and habitats to the effects of climate change","Line of Action #4: Increase the resilience of ecosystems, species, and habitats to climate change through measures such as riparian gallery interventions, maintaining environmental flows and river continuity, and creating refuges/ecological corridors for vulnerable species.",,standalone parent policy,"## Line of Action #4 - Increasing the resilience of ecosystems, species, and habitats to the effects of climate change

| Main objectives: • Maintain or restore riparian galleries • Minimise barrier effects and reduce obstacles in the hydrographic network • Implementing environmental flow regimes ... • Encourage the creation of refuges and ecological corridors for vulnerable fauna species",Named line of action with multiple measures beneath it.,ecosystem_connectivity_and_flow_restoration → biodiversity_and_ecosystem_resilience,"Restore riparian habitats, maintain environmental flows, and improve ecological connectivity to help species and ecosystems better withstand climate impacts.",,no,Adaptation,direct
Portugal,parent_with_subs,sub,"Annex I -Lines of action and measures / Line of Action #4 - Increasing the resilience of ecosystems, species, and habitats to the effects of climate change",Conserve and rehabilitate watercourses to maintain environmental flows and river continuity in endemic species distribution areas; regulate irrigation abstractions from catchments serving as summer refuges; install/adapt fish transposition devices on weirs.,"Line of Action #4: Increase the resilience of ecosystems, species, and habitats to climate change through measures such as riparian gallery interventions, maintaining environmental flows and river continuity, and creating refuges/ecological corridors for vulnerable species.",standalone parent policy,"• Conservation and rehabilitation of watercourses to maintain environmental flows and the river continuity in the distribution areas of endemic species...
• Regulating the volumes of water abstracted for irrigation from catchments that serve as summer refuges for vulnerable freshwater and migratory fish species.
• Installation or adaptation of transposition devices on weirs for vulnerable freshwater and migratory fish.",Concrete ecosystem/water management actions explicitly listed as measures.,environmental_flow_management_and_fish_passage → freshwater_ecosystem_resilience,Manage river flows and connectivity (including limiting irrigation abstractions and enabling fish passage) to sustain aquatic habitats and improve freshwater ecosystem resilience under climate stress.,Adaptation,no,Nature-Based Solutions,direct
Portugal,parent_with_subs,sub,"Annex I -Lines of action and measures / Line of Action #4 - Increasing the resilience of ecosystems, species, and habitats to the effects of climate change",Install or adapt wildlife passages/crossings on highway/railway and conserve temporary pond systems in specified priority conditions/sites.,"Line of Action #4: Increase the resilience of ecosystems, species, and habitats to climate change through measures such as riparian gallery interventions, maintaining environmental flows and river continuity, and creating refuges/ecological corridors for vulnerable species.",standalone parent policy,"• Installation or adaptation of wildlife passages/crossings on the highway/railway.
Conservation of temporary pond systems: i) sites with important populations of the striped terrapin ... and the Mediterranean terrapin ...; and ii) preferably oriented N -> S in open areas, away from roads and maintaining 10-70% forest cover",Specific infrastructure/ecological connectivity measures under the line of action.,wildlife_corridors_and_habitat_conservation → biodiversity_and_ecosystem_resilience,"Creating wildlife crossings and conserving key pond habitats reduces fragmentation and mortality, sustaining biodiversity and improving ecosystem resilience to climate impacts.",Adaptation,no,Nature-Based Solutions,indirect
Portugal,parent_with_subs,sub,"Annex I -Lines of action and measures / Line of Action #4 - Increasing the resilience of ecosystems, species, and habitats to the effects of climate change",Create refuges and ecological corridors for vulnerable fauna species (including safeguarding native ichthyofauna and creating microhabitats with native species in areas occupied by monocultures).,"Line of Action #4: Increase the resilience of ecosystems, species, and habitats to climate change through measures such as riparian gallery interventions, maintaining environmental flows and river continuity, and creating refuges/ecological corridors for vulnerable species.",standalone parent policy,• Creation of refuges and ecological corridors for vulnerable fauna species: i) in small intermittent coastal basins ... to safeguard native ichthyofauna; ii) from low to high altitude in forest areas ...; and iii) in agricultural and forest ecosystems ... creating small areas of microhabitats with native species in areas currently occupied by monocultures,Explicit habitat/corridor creation measures listed.,ecological_corridors_and_habitat_refuges → ecosystem_and_carbon_preservation,"Creating wildlife refuges, ecological corridors, and native-species microhabitats conserves and restores ecosystems, helping preserve carbon stored in landscapes while improving biodiversity and climate resilience.",Adaptation,no,Nature-Based Solutions,direct
Portugal,parent_with_subs,sub,"Annex I -Lines of action and measures / Line of Action #4 - Increasing the resilience of ecosystems, species, and habitats to the effects of climate change","Promote, conserve and value animal, plant and forest genetic heritage to increase resilience to climate change (including resistance to drought, diseases and pests).","Line of Action #4: Increase the resilience of ecosystems, species, and habitats to climate change through measures such as riparian gallery interventions, maintaining environmental flows and river continuity, and creating refuges/ecological corridors for vulnerable species.",standalone parent policy,"• Promote, conserve and value animal, plant and forest genetic heritage to increase resilience to climate change (resistance to drought, diseases and pests)",Concrete action (genetic heritage conservation/valorisation) stated as a measure.,genetic_resource_conservation → climate_resilience_to_drought_pests_and_disease,"Conserving and valuing genetic diversity in crops, livestock, and forests increases resistance to drought, pests, and diseases, strengthening climate resilience of ecosystems and production systems.",,no,Adaptation,direct
Portugal,parent_with_subs,sub,"Annex I -Lines of action and measures / Line of Action #4 - Increasing the resilience of ecosystems, species, and habitats to the effects of climate change","Adapt fishing practices to promote non-waste and minimise by-catches of vulnerable species, and redirect aquaculture activity towards native species with greater climate resilience.","Line of Action #4: Increase the resilience of ecosystems, species, and habitats to climate change through measures such as riparian gallery interventions, maintaining environmental flows and river continuity, and creating refuges/ecological corridors for vulnerable species.",standalone parent policy,• Adapt fishing practices by promoting non-waste and minimising by-catches of more vulnerable species in the new climate framework; Redirect aquaculture activity towards native species with greater climate resilience,Specific sector practice changes explicitly committed as measures.,sustainable_fisheries_and_resilient_aquaculture_management → marine_ecosystem_resilience,"Improve fishing and aquaculture practices to cut waste and bycatch and favor native resilient species, strengthening marine ecosystems’ capacity to cope with climate change.",Resource Efficiency,no,Adaptation,direct
Portugal,parent_with_subs,parent,Annex I -Lines of action and measures / Line of Action #5 - Reducing the vulnerability of urban areas to heatwaves and increasing maximum temperatures,Line of Action #5: Reduce vulnerability of urban areas to heatwaves and increasing maximum temperatures by countering the urban heat island effect and reducing adverse health effects.,,standalone parent policy,"## Line of Action #5 - Reducing the vulnerability of urban areas to heatwaves and increasing maximum temperatures

| Main objectives: • Regulating temperature in urban spaces • Minimising the adverse effects of intense heat on the health of populations",Named line of action with multiple measures listed under Measures/concretization.,urban_heat_island_mitigation → heat_exposure_reduction,"Implement urban cooling interventions that reduce the urban heat island effect, lowering peak temperatures and thereby reducing heat-related health risks during heatwaves.",Nature-Based Solutions,no,Adaptation,direct
Portugal,parent_with_subs,sub,Annex I -Lines of action and measures / Line of Action #5 - Reducing the vulnerability of urban areas to heatwaves and increasing maximum temperatures,"Implement measures to counter the heat island effect during heatwaves, including green infrastructure (green roofs/facades, renaturalisation, restoring pavement permeability), water retention basins, shaded areas (tree planting/canopies), ventilation corridors, misting and public drinking fountains, and creating green areas with drought-resistant vegetation cover.",Line of Action #5: Reduce vulnerability of urban areas to heatwaves and increasing maximum temperatures by countering the urban heat island effect and reducing adverse health effects.,standalone parent policy,"Measures/concretization • Measures that counter the heat island effect, particularly during heatwave events:
• Implementation of green infrastructure ... (e.g. green roofs and facades) and renaturalisation and restoration of pavement permeability
• Implementation of water retention basins
• Creation of shaded areas (including tree planting and the installation of canopies between buildings)
• Creating ventilation corridors
• Thermoregulation of air by misting and installation of public drinking fountains
• ... Creating green areas with drought-resistant vegetation cover",Specific urban adaptation interventions enumerated under this line of action.,urban_heat_island_mitigation → heat_exposure_reduction,"Deploying green infrastructure, shade/urban greening, permeable and water-retentive surfaces, ventilation corridors, and public cooling/water amenities lowers urban heat buildup and reduces heat exposure during heatwaves.",Resource Efficiency,no,Adaptation,direct
Portugal,parent_with_subs,sub,Annex I -Lines of action and measures / Line of Action #5 - Reducing the vulnerability of urban areas to heatwaves and increasing maximum temperatures,Carry out awareness-raising actions for the general population and vulnerable groups to deal with heatwaves.,Line of Action #5: Reduce vulnerability of urban areas to heatwaves and increasing maximum temperatures by countering the urban heat island effect and reducing adverse health effects.,standalone parent policy,• Awareness-raising actions for the general population and the most vulnerable groups to deal with heatwaves,Explicit commitment to awareness-raising actions under Line of Action #5.,heatwave_awareness_campaign → heat_exposure_reduction,"Heatwave awareness and outreach increases preparedness and protective behaviors, reducing heat exposure and heat-related harms during extreme heat events.",Resource Efficiency,no,Adaptation,direct
Portugal,parent_with_subs,sub,Annex I -Lines of action and measures / Line of Action #5 - Reducing the vulnerability of urban areas to heatwaves and increasing maximum temperatures,"Install or retrofit shading/cooling equipment in urban transport infrastructure/rolling stock, public buildings (schools, hospitals, health centres) and IPSS supporting children and the elderly; and implement alert systems to warn the general population and urban transport users.",Line of Action #5: Reduce vulnerability of urban areas to heatwaves and increasing maximum temperatures by countering the urban heat island effect and reducing adverse health effects.,standalone parent policy,"• Installation or retrofit of shading/cooling equipment in:
- Urban transport infrastructure and rolling stock (vehicles, stops, stations, car parks)
- Public buildings (primarily schools, hospitals and health centres)
- IPSS supporting children and the elderly
• Alert systems to provide warnings for the general population and users of urban transport systems",Concrete equipment installations and warning systems are specific interventions.,shading_and_cooling_infrastructure → heat_exposure_reduction,Install or retrofit shading/cooling measures and deploy heat alert systems to lower heat exposure and associated health risks for transit users and occupants of public/social service buildings.,Nature-Based Solutions,no,Adaptation,direct
Portugal,parent_with_subs,parent,Annex I -Lines of action and measures / Line of Action #6 - Preventing the establishment and spread of invasive alien species...,"Line of Action #6: Prevent the establishment and spread of invasive alien species, vector-borne diseases, and agricultural and forestry diseases and pests through surveillance, mapping, warning systems, and control/eradication actions.",,standalone parent policy,"## Line of Action #6 - Preventing the establishment and spread of invasive alien species, vector-borne diseases, and agricultural and forestry diseases and pests

Measures/concretization: • Strengthening entomological surveillance... • Identification of risk areas through mapping and geo-referencing... • Control of invasive alien species, and, where possible, eradication",Named line of action with multiple concrete measures.,invasive_species_surveillance_and_control → ecosystem_and_health_risk_reduction,"Implementing surveillance, mapping, early warning, and eradication/control programs limits the spread of invasive species and vectors, protecting ecosystems and reducing climate-exacerbated health and agricultural/forestry risks.",Nature-Based Solutions,no,Adaptation,direct
Portugal,parent_with_subs,sub,Annex I -Lines of action and measures / Line of Action #6 - Preventing the establishment and spread of invasive alien species...,Strengthen entomological surveillance by expanding the Programme for Surveillance of Culicidal Vectors (REVIVE) and identify risk areas via mapping and geo-referencing on an electronic platform.,"Line of Action #6: Prevent the establishment and spread of invasive alien species, vector-borne diseases, and agricultural and forestry diseases and pests through surveillance, mapping, warning systems, and control/eradication actions.",standalone parent policy,"Measures/concretization: • Strengthening entomological surveillance ... through the expansion Programme for Surveillance of Culicidal Vectors (REVIVE)
• Identification of risk areas through mapping and geo-referencing the information available on an electronic platform",Specific surveillance and risk-mapping interventions listed.,environmental_monitoring_system → adaptation_planning_support,"Expanding entomological surveillance and digitally mapping risk areas improves environmental intelligence, enabling better-targeted public health preparedness and climate adaptation actions.",Nature-Based Solutions,no,Adaptation,direct
Portugal,parent_with_subs,sub,Annex I -Lines of action and measures / Line of Action #6 - Preventing the establishment and spread of invasive alien species...,"Set up a centralised warning system for abiotic agents to support prevention, control and eradication of emerging agricultural and forest ecosystem pests and diseases.","Line of Action #6: Prevent the establishment and spread of invasive alien species, vector-borne diseases, and agricultural and forestry diseases and pests through surveillance, mapping, warning systems, and control/eradication actions.",standalone parent policy,"• Prevention, control and eradication of emerging agricultural and forest ecosystems enhanced by • Setting up a centralised warning system for abiotic agents)",Explicit measure: establishment of a centralized warning system.,environmental_monitoring_system → adaptation_planning_support,"A centralized warning and monitoring system enables earlier detection and response to emerging agricultural and forest threats, strengthening ecosystem management and climate adaptation capacity.",Resource Efficiency,no,Adaptation,indirect
Portugal,parent_with_subs,sub,Annex I -Lines of action and measures / Line of Action #6 - Preventing the establishment and spread of invasive alien species...,"Control invasive alien species and, where possible, eradicate them in priority sites for vulnerable species (e.g., amphibians/reptiles and Saramugo distribution areas).","Line of Action #6: Prevent the establishment and spread of invasive alien species, vector-borne diseases, and agricultural and forestry diseases and pests through surveillance, mapping, warning systems, and control/eradication actions.",standalone parent policy,"• Control of invasive alien species, and, where possible, eradication in priority sites for the most vulnerable species, such as amphibians and reptiles, and the distribution areas of Saramugo ( Anaecypris hispanica ).",Concrete control/eradication action explicitly stated.,invasive_species_control → ecosystem_and_biodiversity_resilience,"Controlling or eradicating invasive alien species protects native species and ecosystem function, strengthening habitat resilience and helping maintain natural carbon and biodiversity values.",Mitigation,no,Nature-Based Solutions,indirect
Portugal,parent_with_subs,sub,Annex I -Lines of action and measures / Line of Action #6 - Preventing the establishment and spread of invasive alien species...,Valorise genetic material of agricultural and forestry varieties and species to reduce susceptibility to emerging diseases and pests.,"Line of Action #6: Prevent the establishment and spread of invasive alien species, vector-borne diseases, and agricultural and forestry diseases and pests through surveillance, mapping, warning systems, and control/eradication actions.",standalone parent policy,• Valorisation of the genetic material of agricultural and forestry varieties and species to reduce susceptibility to emerging diseases and pests,Specific intervention listed under the line of action.,climate_resilient_breeding → pest_and_disease_resilience,"Improving the genetic resilience of crops and forest species reduces vulnerability to emerging pests and diseases, strengthening climate adaptation capacity in managed and natural landscapes.",Resource Efficiency,no,Adaptation,direct
Portugal,parent_with_subs,sub,Annex I -Lines of action and measures / Line of Action #6 - Preventing the establishment and spread of invasive alien species...,"For Line of Action #6, allocate 21 million of public investment in 2020 (PDR 2020: 20 M€; SEUR OP: 1 M€).","Line of Action #6: Prevent the establishment and spread of invasive alien species, vector-borne diseases, and agricultural and forestry diseases and pests through surveillance, mapping, warning systems, and control/eradication actions.",standalone parent policy,Goals: • 2020: 21 million of public investment (PDR 2020: 20 M€; SEUR OP: 1 M€),Quantified public investment goal for this line of action.,public_investment_allocation_unspecified → climate_action_enabling,"Allocating public funding enables implementation of an unspecified climate-related action, which could lead to emissions reductions or resilience benefits depending on how the funds are used.",,yes,Mitigation,indirect
Portugal,parent_with_subs,parent,Annex I -Lines of action and measures / Line of Action #7 - Reducing or minimising the risks associated with flooding phenomena,"Line of Action #7: Reduce or minimise risks associated with flooding through flood risk management planning and measures such as infiltration areas, river profile restoration, protective infrastructure, monitoring/modelling, warning systems, and stormwater drainage upgrades.",,standalone parent policy,"Line of Action #7 - Reducing or minimising the risks associated with flooding phenomena

Main objectives: • Reduce the risk of river and urban flooding • Increasing the resilience of infrastructure • Implementing Flood Risk Management Plans
Measures/concretization: • Creating infiltration areas... • Implementation of forecasting and warning systems ... • Remodelling of urban stormwater drainage networks",Named line of action with multiple listed measures for flood risk reduction.,flood_risk_management_measures → flood_impact_reduction,"Implementing flood risk planning, drainage and river/infiltration upgrades, protective infrastructure, and warning/monitoring systems reduces exposure and vulnerability to river and urban flooding.",Nature-Based Solutions,no,Adaptation,direct
Portugal,parent_with_subs,sub,Annex I -Lines of action and measures / Line of Action #7 - Reducing or minimising the risks associated with flooding phenomena,"Create infiltration areas for flood risk reduction, including constructing/rehabilitating retention basins, reconverting impermeable surfaces (e.g., drainage paving/renaturalisation), and building retention ditches on slopes to retain precipitation.","Line of Action #7: Reduce or minimise risks associated with flooding through flood risk management planning and measures such as infiltration areas, river profile restoration, protective infrastructure, monitoring/modelling, warning systems, and stormwater drainage upgrades.",standalone parent policy,"Measures/concretization: • Creating infiltration areas through:
- Construction and/or rehabilitation of retention basins (excavation and dyke)
- Reconversion of impermeable surface areas ... (installation of drainage paving)
- Building retention ditches parallel to the ground level on slopes to retain precipitation",Concrete flood mitigation interventions listed under this line of action.,stormwater_infiltration_and_retention → flood_risk_reduction,"Expand infiltration and retention infrastructure to slow, store, and infiltrate rainfall, reducing runoff and peak flows to lower flooding risk.",Nature-Based Solutions,no,Adaptation,direct
Portugal,parent_with_subs,sub,Annex I -Lines of action and measures / Line of Action #7 - Reducing or minimising the risks associated with flooding phenomena,"Protect water lines and restore natural profiles of river sections and floodplains (e.g., cleaning/regularisation, riparian vegetation restoration, floodplain clearance, sediment removal, restoring hydraulic crossings, removing obsolete structures, rehabilitating weirs, and small flood-correction works).","Line of Action #7: Reduce or minimise risks associated with flooding through flood risk management planning and measures such as infiltration areas, river profile restoration, protective infrastructure, monitoring/modelling, warning systems, and stormwater drainage upgrades.",standalone parent policy,"• Protecting water lines and restoring the natural profiles of river sections and floodplains:
- Cleaning and regularisation of water lines
- Ecological restoration and maintenance of riparian vegetation
- Clearance of flood plains
- Removal of sediments ...
- Restoration of the flow section of hydraulic crossings and pontoons
- Removal of obsolete structures ...
- Rehabilitation of existing weirs ...
- Construction of small flood-correction works",Specific river/floodplain restoration actions enumerated as measures.,river_and_floodplain_restoration → flood_risk_reduction_and_ecosystem_resilience,"Restoring river channels and reconnecting/rehabilitating floodplains improves hydraulic function and riparian ecosystems, reducing flood impacts and increasing climate resilience.",Nature-Based Solutions,no,Adaptation,direct
Portugal,parent_with_subs,sub,Annex I -Lines of action and measures / Line of Action #7 - Reducing or minimising the risks associated with flooding phenomena,"Implement flood risk monitoring and decision-support systems, including hydrometric stations, updated flow curves, hydrological/hydraulic modelling, and forecasting and warning systems for the population and responsible entities.","Line of Action #7: Reduce or minimise risks associated with flooding through flood risk management planning and measures such as infiltration areas, river profile restoration, protective infrastructure, monitoring/modelling, warning systems, and stormwater drainage upgrades.",standalone parent policy,"• Maintenance/installation of hydrometric stations and updating of flow curves in the context of flood risk prevention
• Implementation of hydrological and hydraulic modelling as a decision support system ...
• Implementation of forecasting and warning systems for the population and responsible entities",Concrete monitoring/modelling/warning measures for floods.,environmental_monitoring_system → adaptation_planning_support,"Deploying flood monitoring, modeling, and forecasting/early-warning systems improves risk information and decision support, enabling earlier action that reduces flood impacts and strengthens adaptive capacity.",Resource Efficiency,no,Adaptation,direct
Portugal,parent_with_subs,sub,Annex I -Lines of action and measures / Line of Action #7 - Reducing or minimising the risks associated with flooding phenomena,"Remodel urban stormwater drainage networks to hydraulically adjust to heavy rainfall flows, particularly in critical bottlenecks (bridges, aqueducts, etc.).","Line of Action #7: Reduce or minimise risks associated with flooding through flood risk management planning and measures such as infiltration areas, river profile restoration, protective infrastructure, monitoring/modelling, warning systems, and stormwater drainage upgrades.",standalone parent policy,"• Remodelling of urban stormwater drainage networks to hydraulically adjust to flows in heavy rainfall events, particularly in critical areas such as bridges, aqueducts and other bottlenecks",Specific infrastructure upgrade measure explicitly stated.,stormwater_drainage_management_upgrade → urban_flood_risk_reduction,"Upgrading stormwater drainage networks increases hydraulic capacity during extreme rainfall, reducing flooding impacts at critical bottlenecks.",Nature-Based Solutions,yes,Adaptation,direct
Portugal,parent_with_subs,parent,Annex I -Lines of action and measures / Line of Action #8 - Increasing resilience and coastal protection...,"Line of Action #8: Increase resilience and coastal protection in areas at high risk from coastal erosion, overtopping and flooding, including sediment management, dune and coastal defence interventions, and planned retreat in high-risk areas.",,standalone parent policy,"## Line of Action #8 - Increasing resilience and coastal protection in areas at high risk from coastal erosion, overtopping and flooding

Measures/concretization:
• Operations promoting the natural re-establishment of sediment traffic from river basins...
• Interventions in dune systems...
• Interventions in coastal defence structures...
• Planned retreat with the removal of structures or buildings in high-risk areas",Named line of action with multiple measures for coastal risk reduction.,coastal_protection_and_managed_retreat → coastal_flood_and_erosion_risk_reduction,"Implementing sediment/dune management, coastal defense structures, and planned retreat reduces vulnerability and expected damages from coastal erosion, overtopping, and coastal flooding.",Nature-Based Solutions,no,Adaptation,direct
