location,role,parent_statement,policy_statement,source_quote,section_header,extraction_rationale
Hiroshima_JP,individual,,"Reduce water-supply emissions by improving facility efficiency (lighting, voltage transformation facilities, etc.).","Emissions from water supply

Efficiency improvement of facilities (lighting, voltage transformation facility, etc.)",## 5. Main measures by emission source and estimated reduction of greenhouse gas emissions,Specific efficiency upgrades in water supply operations are stated; concrete resource-efficiency action.,Resource Efficiency,False,indirect,
Hiroshima_JP,individual,,Promote adaptation measures across city organizations and promote voluntary actions by citizens and businesses to advance Chapter 6 adaptation measures.,Adaptation measures by the city promote the measures by all the city organizations as well as promoting voluntary actions by citizens and business operators in order to firmly advance the measures stated in Chapter 6 'Adaptation to the effect of climate change due to global warming (Adaptation Measures).',"## 〇 Adapting to the effects of climate change (adaptation)

## 1. Purpose",Institutional commitment to implement adaptation across government and mobilize non-state actors; concrete governance policy though broad.,Adaptation,False,direct,
Hiroshima_JP,individual,,Prepare roads and water/sewage systems to minimize or avoid impacts from estimated disasters and ensure swift recovery through timely measures.,"Infrastructures and lifelines such as roads and water/sewage systems are prepared under the city's responsibility to minimize or avoid the effect by estimated disaster to civil life and business activities. Even at the time of disaster, the city takes appropriate measures at right timings for swift recovery.","## 〇 Adapting to the effects of climate change (adaptation)

## 2. Policy direction",Commits to resilience-oriented infrastructure preparation and recovery actions; adaptation policy with clear intent though not quantified.,Adaptation,False,direct,
Hiroshima_JP,individual,,"Establish a 'Low-carbon City Development Citizens Conference (tentative)' as a system for citizens, businesses, and administrators to take actions together.","By preparing this plan, 'Low-carbon City Development Citizens Conference (tentative)' representing citizens, business operators and administrators, etc., is established as a system to take actions together.",## 1. Plan promotion system and progress management,Creates a named governance body to implement the plan; concrete institutional arrangement supporting climate action delivery.,Mitigation,False,indirect,
Hiroshima_JP,individual,,Manage plan progress annually using a PDCA cycle and revise targets/measures in FY2020 based on evaluation and changing conditions.,"For appropriately advancing this plan, progression is managed every year using the PDCA cycle as below.

In the short-term target year in this plan (FY2020), the achievement status of measures will be evaluated, and directions of measures and reduction target of greenhouse effect gases, etc. will be revised based on the domestic and international changes concerning global warming as well as social economic changes, and then the plan will be changed or the next plan will be prepared.","## 1. Plan promotion system and progress management

## 2. Revision of plan",Commits to an annual management system and a scheduled revision point (FY2020) tied to evaluation; governance policy supporting implementation (though procedural).,Mitigation,False,indirect,
Kuwait_KW,individual,,Ensure implementation of Kuwait's National Adaptation Plan (NAP) through a national coordination mechanism and partnerships with governmental and non-governmental institutions.,"“The Government of Kuwait, represented by the Environment Public Authority (EPA), has committed itself to ensure the implementation of its National Adaptation Plan (NAP), in partnership with other governmental and non-governmental institutions, furthermore A national coordination mechanism has been identified to implement a range of national initiatives to protect the various vital sectors from the Negative impacts of climate change.”",FOREWORD,"This is an explicit governmental commitment to implement the NAP and establish a coordination mechanism (institutional implementation commitment). While not quantified, it is a concrete governance/implementation action.",Adaptation,False,direct,
Kuwait_KW,individual,,"Establish a comprehensive ongoing monitoring program using environmental data and information to monitor climate change and assess its impacts in Kuwait, in partnership with stakeholders.","“One of the expected results is a comprehensive ongoing monitoring program through the necessary environmental data and information to monitor climate change and assess its impact on the State of Kuwait on an ongoing basis, In partnership with all stakeholders such as the academia, private sector and nongovernmental actors in the areas of adaptation to climate change.”",FOREWORD,Commits to an ongoing monitoring program (specific intervention) for climate impacts; clearly climate-focused and operational.,Adaptation,False,direct,
Kuwait_KW,individual,,Seek technical assistance from international organizations and other stakeholders to implement adaptation programs and reduce socio-economic side effects.,"“Therefore, EPA will seek technical assistance from international organizations, industrial community and other stakeholders to implement the proposed programs to adapt to climate change and reduce the side effects associated with socio-economic problems.”",FOREWORD,A concrete implementation commitment (technical assistance mobilization) tied to executing adaptation programs; somewhat general but still an action commitment.,Adaptation,False,direct,
Kuwait_KW,individual,,Design a National Adaptation Plan (NAP) to enhance national adaptive capacity and resilience and reduce vulnerability to climate change impacts.,“The Kuwait Environment Public Authority together with the UN Environment and United Nations Development programme launched a national initiative in 2017 aimed at designing a National Adaptation Plan (NAP) to enhance national adaptive capacity and resilience to reduce vulnerability to the impacts of climate change.”,EXECUTIVE SUMMARY,A named national initiative with a defined purpose (designing the NAP) and start year; qualifies as a policy/program commitment.,Adaptation,False,direct,
Kuwait_KW,individual,,"Implement the NAP through short-, medium-, and long-term adaptation initiatives across sectors (56 initiatives total).","“A set of adaptation measures are proposed in the NAP. These were divided into three categories; shortterm initiatives to be implemented in less than a year; medium term-initiatives to be implemented in three years, and long-term initiatives those need three to five years to be accomplished. In total, 56 initiatives were proposed as follows; 21 short-term initiatives, 18 medium-term initiatives, and 17 long-term initiatives.”",EXECUTIVE SUMMARY,Quantified package of proposed initiatives with time horizons; constitutes a policy plan/commitment framework even though individual initiatives are not enumerated here.,Adaptation,False,direct,
Kuwait_KW,individual,,Ratify the UNFCCC.,“Kuwait has ratified the UNFCCC.”,4.3 Policies and Strategies on Climate Change Adaptation,Formal international legal commitment (ratification) that anchors national climate obligations; counts as a binding policy instrument.,Mitigation,False,direct,Adaptation
Kuwait_KW,individual,,Ratify the Kyoto Protocol.,“Kuwait has ratified the Kyoto protocol.”,4.3 Policies and Strategies on Climate Change Adaptation,Formal international legal commitment (ratification) related to climate action; binding instrument.,Mitigation,False,direct,
Kuwait_KW,individual,,Ratify the Paris Agreement on climate change.,“Kuwait has ratified the Paris Agreement on climate change.”,4.3 Policies and Strategies on Climate Change Adaptation,Formal international legal commitment (ratification) that includes mitigation and adaptation obligations; binding policy anchor.,Mitigation,False,direct,Adaptation
Kuwait_KW,individual,,Implement CBD ratification commitments to monitor Kuwait's biological diversity and build institutional structures to address biodiversity issues.,“CBD Ratification. Monitor the biological diversity of Kuwait. Build the necessary institutional structure to deal with biodiversity issues in Kuwait 36 .”,4.3 Policies and Strategies on Climate Change Adaptation,Contains specific actions (monitor biodiversity; build institutional structure) tied to a ratified convention; qualifies as policy commitments though not climate-exclusive.,Nature-Based Solutions,False,indirect,
Kuwait_KW,individual,,"Implement Environment Protection Law No. 42/2014 including adaptation to adverse climate change impacts, reducing desertification, managing natural reserves and water resources, and creating disaster management plans.","“Environment Protection Law No. 42/2014. Adapting to the adverse impacts of climate change. The protection of land and soil, reducing desertification, management of natural reserves and water resources and creating plans for disaster management.”",4.3 Policies and Strategies on Climate Change Adaptation,A binding legal instrument explicitly referencing climate change adaptation and multiple concrete measures; clearly qualifies as climate policy.,Adaptation,False,direct,
Kuwait_KW,individual,,Issue and implement Articles No. 76 and 79 on ambient air quality compliance actions and emission sources evaluation.,“Issuing new Articles No. 76 and 79. Article No. 76 regarding the ambient air and Air Quality Zone Compliance actions and Article No. 79 regarding the emission sources and evaluation.”,4.3 Policies and Strategies on Climate Change Adaptation,Regulatory action on air quality and emissions evaluation; climate relevance is indirect (air quality and emissions governance) and not explicitly framed as GHG mitigation here.,Resource Efficiency,False,indirect,
Kuwait_KW,individual,,Put in place institutional arrangements and financial and human resources for coordination and implementation of NAP activities.,"“For the coordination and implementation of the NAP's activities, the Government of Kuwait will put in place the needed intuitional arrangement, and financial and human resources. The implementation of the different actions in the NAP will require the involvement and contribution of all the stakeholders across the different sectors and levels.”",4.4 NAP Coordination and Implementation,"Implementation commitment to provide institutional, financial, and human resources; although not quantified, it is a concrete enabling action for adaptation.",Adaptation,True,direct,
Kuwait_KW,individual,,"Allocate financial resources, integrate the NAP into sectoral strategies/action plans, and designate staff or create new units to coordinate mainstreaming of the NAP within national institutions.","“The National governmental institutions will advance the implementation of the NAP by allocating the needed financial resources, integrating the NAP into sectoral strategies and action plans as well as into other projects and initiatives; designating staff or may be creating new unit(s) with adequate staff and resources to coordinate the mainstreaming and integration of the NAP and other relevant strategies into the national institutions' mandates.”",4.4.1.1 National Public Institutions,"Specific institutional measures (allocate resources, integrate into plans, create units) to implement adaptation; qualifies as policy implementation commitments.",Adaptation,True,direct,
Kuwait_KW,parent,,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,“Many initiatives and campaigns were taken to increase public awareness about the adaptation to climate change. The following points provide a comprehensive summary of ongoing and past climate change adaptation projects and initiatives.”,4.2 Projects and National Initiatives,This is an umbrella heading introducing a numbered list of specific initiatives; extract as parent per hierarchy rules.,Adaptation,False,direct,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,"Implement green belts and increase protected areas to adapt to dust storms, including the Kuwait Green Wall Project (315,000 trees; 420 km wall) started in 2015.","“Implementing green belts project and increasing the protected areas to adapt to dust storms. Kuwait has undertaken some adaptation projects such as implementing green belts project and increasing the protected areas to adapt to a dust storm. Meanwhile, Kuwait has implemented a project called 'Kuwait Green Wall Project. This project aims to increase the protected areas by planting 315,000 trees for 420 Km wall along the borderline to hold back the moving sand.”",4.2 Projects and National Initiatives,"Specific named interventions with quantified targets (315,000 trees; 420 km) and start year; clear adaptation and nature-based dust control.",Nature-Based Solutions,False,direct,Adaptation
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,Develop and introduce crop varieties and tree species adapted to high temperatures and resistant to salinity and drought under the Agriculture Master Plan.,"“More than 50 types of trees for greenery and landscape that can reduce climate change effect, were introduced under the Agriculture Master Plan by Kuwait Institute for Scientific Research (KISR) and the Public Authority for Agricultural Affairs and Fish Resources (PAAFR). Development of new varieties of crops that can adapt to high temperatures and have high resistance to salinity and drought such as Conocarpus, Ficus, Prosopis, and date palm trees, were implemented in Kuwait (Al Dosery et al., 2012).”",4.2 Projects and National Initiatives,Specific intervention (introducing varieties/species) explicitly tied to climate adaptation traits (heat/salinity/drought resistance).,Adaptation,False,direct,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,"Establish the 2016 'Food security' project with FAO cooperation, planning twelve projects across fisheries, water, natural resources, animal production/health, and technical capacity development (budget $850,000).","“In 2016, the project ' Food security ' was established. FAO in cooperation with the State of Kuwait planned to undertake twelve projects in the following fields: - Fisheries management; - Water resource management; - Natural resource management; - Animal production; - Animal health; - Technical capacity development. These projects have a time frame between 1-5 years under the Food Security Sector.”",4.2 Projects and National Initiatives,"Named project with defined scope, number of sub-projects, and timeframe; climate link is via adaptation/food security framing in NAP context.",Adaptation,True,indirect,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,"Establish a regional database and information center to support fisheries management and aquaculture development (FAO/PAAFR; $250,000/year).","“Establishment of a regional database and information center to support the fisheries management and aquaculture development , a joint project between PAAFR in Kuwait and FAO in December 2016. The project aims at establishing a regional database and information center to support the fisheries management and aquaculture development in the region.”",4.2 Projects and National Initiatives,Specific project with purpose and responsible entities; supports adaptation capacity in fisheries/aquaculture.,Adaptation,True,indirect,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,"Establish fisheries farms including Nile tilapia culture using brackish groundwater (salinity 5–8 ppt) in Al-Wafra, Abdali and Al-Sulybia (budget $250,000/year).","“The establishment of fisheries farms is an important step to adapt to climate change under the food security sector. Nile tilapia (Oreochromis niloticus) culture is implemented in agriculture farms where crops such as alfa alfa, tomatoes, potatoes, onions are cultivated. These farms are in the Al-Wafra, Abdali and Al-Sulybia areas.”",4.2 Projects and National Initiatives,Concrete adaptation intervention (aquaculture/farms) explicitly framed as adaptation for food security; includes operational details.,Adaptation,True,indirect,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,Assess historic climate records (past 70 years) and develop future climate projection scenarios to 2100 (Kuwait University and UN Environment; started 2012).,“Assessment of historic climate records and future projection . The project aimed at assessing the historic climate records for the past 70 years and make future projection climatic scenarios until the year 2100. The project started in 2012 by the Kuwait University and UN Environment.”,4.2 Projects and National Initiatives,Specific project to generate climate scenarios; enables adaptation planning and risk assessment.,Adaptation,False,direct,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,Establish the Environmental Monitoring Information System of Kuwait (eMISK) to build and maintain a comprehensive geo-environmental database and GIS for updating and analyzing environmental data (started 2015; ongoing).,“Environmental Monitoring Information System of Kuwait (eMISK) . eMISK is an electronic system established by the Environment Public Authority (EPA) of Kuwait and aims at building and maintaining a comprehensive geo-environmental database of Kuwait and a GIS system to facilitate updating and analyzing environmental data. The project starts in 2015 by EPA and is still ongoing.”,4.2 Projects and National Initiatives,Named system with clear function supporting monitoring and analysis; direct climate adaptation enabling infrastructure.,Adaptation,False,direct,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,Establish eMISK Industry as a national program to collect an environmental inventory of industrial facilities in Kuwait.,“eMISK Industry ; this project aims at establishing a national program for collecting an environmental inventory of industrial facilities in Kuwait. The Adaptation Sector for this project is Public Health.”,4.2 Projects and National Initiatives,Specific named program; supports environmental/public health management relevant to climate-related air quality risks.,Adaptation,False,indirect,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,Implement eMISK Waste to manage the fleet of industrial liquid waste vehicles and organize logistics.,“eMISK Waste ; this project aims at finding and implementing a solution to be able to manage the fleet of industrial liquid waste vehicles and organizing the logistics process. The Adaptation Sector for this project is the Waste Sector.”,4.2 Projects and National Initiatives,Specific operational waste-management intervention; climate relevance is indirect (waste sector adaptation/management).,Resource Efficiency,False,indirect,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,Implement eMISK Marine to support policies and programs that enhance integrated coastal and ocean management in Kuwait.,“eMISK Marine ; The project aims at promoting and facilitating information management system in support of policies and programs that enhance integrated coastal and ocean management in Kuwait.”,4.2 Projects and National Initiatives,Specific information-management system supporting coastal/ocean governance; directly relevant to SLR/coastal adaptation.,Adaptation,False,direct,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,"Commission additional desalination plants and plan further desalination projects to expand capacity (including Al-Zour North IWPP, Al-Zour South, Al Khiran IWPP, Doha; additional projects planned for tender by 2019).","“In 2016, Kuwait produced around 3.85 MCM/d of desalinated water. Eight additional plants were being commissioned by the government. Al-Zour North IWPP (capacity: 250 Million of Gallons per Day (MGD) for EUR 320 million), Al-Zour South Plant (capacity: 145 MGD), Al Khiran IWPP (capacity: 125 MGD), and Doha desalination plant (60 MGD) are examples of these projects.”",4.2 Projects and National Initiatives,Concrete infrastructure expansion with capacities and investment figures; adaptation-relevant for water security under climate stress.,Adaptation,True,direct,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,Invest USD 5.5 million jointly with MIT in research to update current desalination plants and develop next-generation desalination plants (since 2016; ongoing).,"“Kuwait is investing USD 5.5 million jointly with MIT to conduct researches on updating the current desalination plants and next-generation desalination plants . The adaptation Sector for this project is the Water Resources Sector, and the Government is responsible for the implementation of this project since 2016 and it is still ongoing.”",4.2 Projects and National Initiatives,Explicit investment amount and R&D purpose; direct adaptation enabling technology development.,Adaptation,True,direct,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,Provide education on in-house water desalination techniques for rural households (UNDP started 2016).,"“Kuwait jointly with United Nations taught the Kuwaiti people in rural areas the 'in-house water desalination techniques', where households can have freshwater at low cost and short time. The Adaptation Sector for this project is the Water Resources and the Awareness sectors. The UNDP started this project up in 2016.”",4.2 Projects and National Initiatives,Specific capacity-building/education intervention for water access; direct adaptation relevance.,Adaptation,False,direct,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,"Implement Kuwait Integrated Environmental Information Network Phase-IV (KIEIN-IV) as an integrated GIS-based system and spatial decision support tool (2012–2014; $1,200,000).","“Kuwait Integrated Environmental Information Network Phase-IV . The KIEIN-IV is an integrated GIS-based system that compiles the environmental indicator data and acts as a spatial decision support system tools (SDSS). This project was running from 2012-2014 by the UNDP and EPA with a budget of $1,200,000.”",4.2 Projects and National Initiatives,Named project with budget and timeframe; supports monitoring/decision support for climate adaptation.,Adaptation,True,direct,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,"Implement the Kuwait Environmental Governance Initiative (KEGI) to support design of the NAP and related initiatives (2017–2018; $2,000,000).","“Kuwait Environmental Governance Initiative (KEGI) . The Project supports the design of the National Adaptation Plan (NAP) of Kuwait and the relevant initiatives linked to water, city planning, and other sectors. This project was running from 2017-2018 by the UNDP and EPA with a budget of $2,000,000.”",4.2 Projects and National Initiatives,Named initiative with budget and timeframe; direct adaptation planning support.,Adaptation,True,direct,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,Establish land and marine nature reserves (Sabah Al-Ahmed and Jahra pool areas) to safeguard ecosystems (2011–2016).,“Establishment of land and marine nature reserves . The project aims to establish a series of land and marine nature reserves in the State of Kuwait. National reserves were implemented to safeguard the Kuwait marine and land ecosystems.”,4.2 Projects and National Initiatives,Specific conservation intervention with stated aim and locations; nature-based resilience measure.,Nature-Based Solutions,False,indirect,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,Apply water conservation technologies to reduce water consumption by 20% (started 2012; ongoing).,“Water Conservation (Partially implemented) Kuwait's Initial National Communications ; the application of water conservation technologies was also one of the adaptation options to reduce water consumption by 20 %.”,4.2 Projects and National Initiatives,Quantified target (20% reduction) and specific intervention (water conservation technologies); direct adaptation for water scarcity.,Resource Efficiency,False,direct,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,Establish a Coastal Information System (CIS) to provide coastal information to planners and decision makers as a climate change adaptation measure (started 2006; ongoing).,“Establishing a Coastal information system (CIS) ; Coastal Information System (CIS) was established to help in the protection of coastal zones and marine environments in Kuwait. CIS provides information about Kuwait's coastal area to planners and decision makers.”,4.2 Projects and National Initiatives,Named system with explicit adaptation purpose for coastal protection; direct adaptation enabling tool.,Adaptation,False,direct,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,Construct tidal barriers (tidal gate system and offshore breakwater) in new coastal developments to cope with sea level rise (completed 2016).,"“Sabah Al Ahmad Sea City, which is located near the Saudi Arabia border, is a new development which constructed a tidal gate system and offshore breakwater was built to protect the artificial promenade from erosion of waves and to cope with the rising sea levels as the adverse impact of climate change. The project was completed in 2016 under the Technology Needs Assessment / Coastal Zones Sectors by different Developers.”",4.2 Projects and National Initiatives,Specific engineered coastal protection intervention explicitly linked to SLR; direct adaptation.,Adaptation,False,direct,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,Conduct awareness campaigns and symposiums on sea level rise adaptation (completed 2017).,"“Conducting awareness campaigns and symposiums regarding Sea level rise ; the 'Our Seas: Theories, Data, and Policies' Symposium highlighted the importance of human intervention regarding rising sea levels. This symposium aimed at increasing the awareness of the concerned stakeholders and the public about the adaptation to sea level rise as an impact of climate change.”",4.2 Projects and National Initiatives,Specific awareness intervention tied to SLR adaptation; concrete action though not quantified.,Adaptation,False,direct,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,Implement the Coastal Management Program (CMP) to produce Integrated Coastal Zone Management (ICZM) for Kuwait (Phase 1 completed; Phase 2 ongoing; started 1979).,"“Coastal Management Program ; the CMP produces physical modeling, numerical modeling and field survey measurements. The CMP was responsible to produce Integrated Coastal Zone Management (ICZM) for Kuwait. The ICZM consists of two phases, Phase 1 has already completed. While phase 2 is still ongoing.”",4.2 Projects and National Initiatives,Named program with defined outputs (ICZM) and implementation phases; direct coastal adaptation planning.,Adaptation,False,direct,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,"Establish the Water Resources Development and Management Program (WRDM) to optimize water resource use and develop integrated water policies, management options, and action plans to address scarcity and increase water security and resilience.","“Establishment of the Water Resources Program ; A water resources development and management program (WRDM) was initiated by the Kuwait Institute for Science and Research (KISR). WRDM program was designed to develop integrated water policies, management options, and action plans to solve water scarcity problems and increase Kuwait's water security and resilience.”",4.2 Projects and National Initiatives,Named ongoing program with explicit objectives and outputs; direct adaptation and resource management policy development.,Adaptation,False,direct,Resource Efficiency
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,Construct desalination capacity using Multi-Stage Flash (MSF) technology (40 units; total 234 MGD).,"“Constructing Desalination using Multi-Stage Flash technology ; Kuwait has a total of 40 operating Multi-Stage Flash desalination units (MSF), with a total production capacity of 234 MGD.”",4.2 Projects and National Initiatives,Specific infrastructure/technology deployment with quantified capacity; supports water security adaptation.,Adaptation,False,direct,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,Implement the Wastewater Treatment and Reclamation Technologies Program to reclaim and reuse wastewater for irrigation; reuse about 65% of treated wastewater in irrigation.,“Wastewater Treatment and Reclamation Technologies Program ; this program has been initiated by KISR and it aims at conducting research on reclaiming and reusing Kuwait's wastewater to utilize it in irrigation purposes. Ministry of Public Works (MPW) stated that about 65% of its treated wastewater is reused in irrigation already.”,4.2 Projects and National Initiatives,Specific program and quantified reuse level; supports water resilience and efficiency under climate stress.,Resource Efficiency,False,direct,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,Conduct an awareness campaign on KEPA Articles 76 and 79 regarding ambient air compliance and emission source evaluation (completed 2010).,“Awareness Campaign of KEPA Articles 76 and 79; an awareness campaign has been conducted to increase the awareness about Article No. 76 regarding the ambient air and Air Quality Zone Compliance actions and Article No. 79 regarding the emission sources and evaluation. The responsible parties for this project were the EPA and the UNDP.”,4.2 Projects and National Initiatives,Concrete awareness intervention tied to regulatory compliance; climate relevance indirect via air quality management.,Adaptation,False,indirect,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,Implement the Beatona initiative to increase public awareness by sharing real-time environmental news and information (started 2012; ongoing).,“Beatona Initiative ; Beatona Initiative is a website established by EPA and aims to increase the public awareness of the health sector of the climate change adaptation through sharing real-time environmental news and information with the public. The project started in 2012 by the EPA and is still ongoing.”,4.2 Projects and National Initiatives,Named ongoing initiative with explicit awareness objective for climate adaptation; concrete intervention.,Adaptation,False,direct,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,Implement the Tarsheed campaign to reduce per-capita consumption of electricity and water (completed 2007).,“Tarsheed Campaign ; Tarsheed campaign was an Initiative made to reduce the percapita consumption of electricity and water. This awareness initiative is a good adaptation step to climate change in water resources.”,4.2 Projects and National Initiatives,Specific initiative aimed at reducing electricity and water use; resource efficiency with climate adaptation framing.,Resource Efficiency,False,direct,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,"Implement Tarsheed Campaign II to encourage 'Reduce, Reuse and Recycle' waste management (completed 2013).","“Tarsheed Campaign II ; Tarsheed campaign II was an Initiative to encourage the implementation of the 'Reduce, Reuse and Recycle' waste management. Such an initiative is useful as a climate change adaptation under the waste sector.”",4.2 Projects and National Initiatives,Specific waste-management initiative; climate relevance indirect but explicitly framed as adaptation in waste sector.,Resource Efficiency,False,indirect,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,Utilize treated sewage effluent (TSE) from Umm Al-Hayman WWTP for irrigation of green and agricultural areas (2012–2018).,"“Utilizing TSE water generated from Umm Al-Hayman WWTP in Irrigation purposes ; TSE is utilized to irrigate the green areas and agricultural areas and serve the expected population growth of Kuwait, in addition, to mitigate the negative effects on the environment. The Ministry of Public Works (MPW) held this project from 2012-2018 under the Water Resources Sector.”",4.2 Projects and National Initiatives,Specific reuse intervention with timeframe; supports water resilience and efficiency.,Resource Efficiency,False,direct,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,Enforce a national law to stop outdoor work from 11:00 to 16:00 during June–August to reduce heat exposure.,“the Ministry of Social Affairs and Labor of Kuwait issued a national law in 2005 to stop any outdoor work from 11:00 AM to 16:00 PM during the months of June through August.”,4.2 Projects and National Initiatives,Binding mechanism (national law) with specific hours and months; direct heatwave adaptation for worker health.,Adaptation,False,direct,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,"Implement a GEF-supported project to prepare and deliver Kuwait's Second National Communication (SNC) and first Biennial Update Report (BUR) to fulfill UNFCCC obligations (budget $1,517,000; started 2014).","“Enabling Kuwait to Prepare it's Second National Communication (SNC) and Biennial Update Report (BUR) to the UNFCCC ; the project aims at supporting Kuwait to prepare and deliver its Second National Communication and first Biennial Update Report. The project also enables Kuwait to fulfill its UNFCCC obligations. The Global Environmental Facility (GEF) started this project in 2014 with a budget of $1,517,000.”",4.2 Projects and National Initiatives,Specific capacity/reporting project with budget and start year; supports climate governance and transparency.,Mitigation,True,direct,Adaptation
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,"Implement the Environmental Pollution and Climate (EPC) Program to assess pollution and climate change challenges across atmospheric, aquatic, and terrestrial environments.","“The Environmental Pollution and Climate (EPC) Program ; this program aims at assessing the pollution and climate change challenges concerning the atmospheric, aquatic, and terrestrial environment of Kuwait. This project is still ongoing under the responsibility of KISR.”",4.2 Projects and National Initiatives,Named ongoing program with explicit climate change assessment purpose; direct climate relevance.,Adaptation,False,direct,
Kuwait_KW,sub,Ongoing and past climate change adaptation projects and initiatives (national portfolio list).,Implement the Omniya plastic bottles recycling initiative to collect and recycle bottles instead of landfilling (started 2015; ongoing).,“Omniya Plastic bottles recycle ; an initiative to collect the empty plastic bottles and recycling it instead of sending to landfills which is one of few practical initiatives to adapt to climate change in waste sectors. The project started in 2015 by an NGO and is still ongoing under the Waste Sector.”,4.2 Projects and National Initiatives,Specific waste diversion/recycling initiative; climate relevance indirect but explicitly framed as adaptation in waste sector.,Resource Efficiency,False,indirect,
Kuwait_KW,individual,,Adopt a water block-tariff and reduce physical leakages as recommendations to reduce water consumption.,"“The SNC highlighted some recommendations to reduce water consumption, including employing new water a block-tariff, and reducing physical leakages.”",3.4.2 Water Resources,Policy instrument (tariff structure) and operational measure (leakage reduction) explicitly recommended; however phrased as recommendations rather than confirmed adoption—still a policy proposal within the plan.,Resource Efficiency,True,direct,
Kuwait_KW,parent,,Adaptation Plans to enhance the resilience of the Fisheries and Marine Sector (action package with budget and time horizons).,"“The adaptation actions are divided into three categories: i) short-term actions, which should be implemented in less than a year; ii) medium-term actions, which needs 1-3 years to be achieved; and iii) long-term actions, which needs between 3 and 5 years to be achieved. The following subsections present the sectorial adaptation options and highlight physical effects, vulnerabilities, impacts and socio-economic outcomes for each sector.”",5.3.1 Adaptation Plans to enhance the resilience of the Fisheries and Marine Sector.,This is an umbrella sector plan with listed short/medium/long-term actions and a stated budget; extract as parent for the sub-actions that follow in the table.,Adaptation,True,direct,
Kuwait_KW,sub,Adaptation Plans to enhance the resilience of the Fisheries and Marine Sector (action package with budget and time horizons).,Enhance awareness by involving local communities in protection and sustainable consumption of marine life.,“Short-term actions ▪ Enhance awareness by involving the local community in the protection and sustainable consumption of marine life. ▪ Provide financial and technical support to institutions and sectors responsible for marine life protection.”,5.3.1 Adaptation Plans to enhance the resilience of the Fisheries and Marine Sector.,Specific short-term action within a sector plan; concrete intervention though not quantified.,Adaptation,False,direct,
Kuwait_KW,sub,Adaptation Plans to enhance the resilience of the Fisheries and Marine Sector (action package with budget and time horizons).,Designate new marine protected areas.,“Medium-term actions ▪ Designation of new marine protected areas. ▪ Develop and implement local marine conservation and restoration options.”,5.3.1 Adaptation Plans to enhance the resilience of the Fisheries and Marine Sector.,Specific medium-term conservation designation action; nature-based resilience measure.,Nature-Based Solutions,False,direct,Adaptation
